Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,GrLivArea_LotArea_ratio,TotalSF,TotalBath,Age,MSZoning_encoded,Street_encoded,Alley_encoded,LotShape_encoded,LandContour_encoded
1296,20,RL,70.0,8400,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,1052,GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,1,3,1,TA,5,Typ,0,Gd,Attchd,1968.0,RFn,1,288,TA,TA,Y,356,0,0,0,0,0,Gd,GdWo,Shed,0,11,2006,WD,Normal,138500,0.1252231877157481,1052,1.5,56,0,0,0,0,0
1297,20,RL,80.0,8700,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,1120,GasA,Gd,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,TA,6,Typ,0,Gd,Attchd,1963.0,RFn,2,525,TA,TA,Y,192,20,123,0,0,0,Gd,MnPrv,Shed,0,12,2008,WD,Normal,155000,0.12964027123319158,1128,2.0,61,0,0,0,0,0
1298,180,RM,35.0,3675,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,0,547,GasA,Gd,Y,SBrkr,1072,0,0,1072,1,0,2,0,2,1,TA,5,Typ,0,Gd,Basment,2005.0,Fin,2,525,TA,TA,Y,0,44,0,0,0,0,Gd,MnPrv,Shed,0,6,2006,New,Partial,140000,0.2916213275299238,1072,2.0,19,1,0,0,0,0
1299,60,RL,313.0,63887,Pave,Grvl,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644,Unf,0,466,6110,GasA,Ex,Y,SBrkr,4692,950,0,5642,2,0,2,1,3,1,Ex,12,Typ,3,Gd,Attchd,2008.0,Fin,2,1418,TA,TA,Y,214,292,0,0,0,480,Gd,MnPrv,Shed,0,1,2008,New,Partial,160000,0.08831079388930628,5642,2.5,16,0,0,0,3,1
1300,20,RL,75.0,7500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,906,0,1246,GasA,Ex,Y,SBrkr,1246,0,0,1246,1,0,1,1,3,1,Gd,6,Typ,0,Gd,Attchd,1959.0,RFn,1,305,TA,TA,Y,218,0,0,0,0,0,Gd,GdPrv,Shed,0,5,2010,WD,Normal,154000,0.16611118517530996,1246,1.5,65,0,0,0,0,0
1301,60,RL,69.0,10762,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0,284,978,GasA,Ex,Y,SBrkr,1005,978,0,1983,0,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2,490,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2009,WD,Normal,225000,0.1842423116231534,1983,2.5,25,0,0,0,1,0
1302,70,RL,69.0,7500,Pave,Grvl,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,771,GasA,Fa,Y,SBrkr,753,741,0,1494,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,213,TA,TA,P,0,0,0,0,224,0,Gd,MnPrv,Shed,0,11,2009,WD,Normal,177500,0.19917344354086122,1494,1.0,82,0,0,0,1,1
1303,60,RL,92.0,10120,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0,425,1165,GasA,Ex,Y,SBrkr,1203,1323,0,2526,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3,844,TA,TA,Y,309,78,0,0,0,0,Gd,MnPrv,Shed,0,12,2006,WD,Normal,290000,0.2495800810196621,2526,2.5,30,0,0,0,0,0
1304,20,RL,73.0,8688,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,1616,GasA,Ex,Y,SBrkr,1616,0,0,1616,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2005.0,RFn,3,834,TA,TA,Y,208,59,0,0,0,0,Gd,MnPrv,Shed,0,4,2006,WD,Normal,232000,0.18598227644147772,1616,2.0,19,0,0,0,0,0
1305,160,RM,32.0,3363,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,976,976,GasA,Ex,Y,SBrkr,976,732,0,1708,0,0,2,0,3,1,Gd,7,Maj1,0,Gd,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,Gd,MnPrv,Shed,0,4,2006,WD,Normal,130000,0.5077288941736029,1708,2.0,20,1,0,0,0,0
1306,20,RL,108.0,13173,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,0,80,1652,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2,840,TA,TA,Y,404,102,0,0,0,0,Gd,MnPrv,Shed,0,11,2009,WD,Normal,325000,0.12539851222104145,1652,2.0,18,0,0,0,1,0
1307,120,RL,48.0,6955,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,1368,GasA,Ex,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,474,TA,TA,Y,132,35,0,0,0,0,Gd,MnPrv,Shed,0,9,2006,New,Partial,202500,0.19666474985623922,1368,2.0,19,0,0,0,1,0
1308,20,RL,60.0,8072,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,0,244,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,Gd,Detchd,2000.0,Unf,2,480,TA,TA,Y,0,64,0,0,0,0,Gd,MnPrv,Shed,0,5,2009,WD,Normal,138000,0.12263099219620958,990,1.0,30,0,0,0,0,0
1309,20,RM,100.0,12000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144,ALQ,608,172,924,GasA,Ex,Y,SBrkr,1122,0,0,1122,1,0,1,0,2,1,Gd,6,Typ,0,Gd,Attchd,1948.0,Unf,2,528,TA,TA,Y,0,36,0,0,0,0,Gd,GdWo,Shed,0,5,2008,WD,Normal,147000,0.09349220898258478,1122,1.0,76,1,0,0,0,0
1310,20,RL,69.0,7153,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,0,78,1278,GasA,Gd,Y,SBrkr,1294,0,0,1294,1,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,1991.0,RFn,2,496,TA,TA,Y,112,51,0,0,0,0,Gd,GdWo,Shed,0,6,2008,WD,Normal,179200,0.18087783058428852,1294,2.0,33,0,0,0,0,0
1311,20,RL,100.0,17500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,BrkFace,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406,Unf,0,496,1902,GasA,TA,Y,SBrkr,1902,0,0,1902,1,0,2,0,3,1,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2,567,TA,TA,Y,0,207,162,0,0,0,Gd,MnPrv,Shed,0,5,2010,WD,Normal,335000,0.10867950402834124,1902,2.0,65,0,0,0,0,0
1312,20,RL,68.0,8814,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,925,Unf,0,349,1274,GasA,Ex,Y,SBrkr,1274,0,0,1274,1,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,2005.0,RFn,2,508,TA,TA,Y,264,98,0,0,0,0,Gd,MnPrv,Shed,0,1,2007,New,Partial,203000,0.14452637549631311,1274,2.0,19,0,0,0,0,0
1313,60,RL,69.0,9572,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,0,971,1453,GasA,Ex,Y,SBrkr,1453,1357,0,2810,0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1990.0,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2007,WD,Normal,302000,0.2935338974198266,2810,2.5,34,0,0,0,1,0
1314,60,RL,108.0,14774,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1393,1393,GasA,Ex,Y,SBrkr,1422,1177,0,2599,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3,779,TA,TA,Y,668,30,0,0,0,0,Gd,MnPrv,Shed,0,5,2010,WD,Normal,333168,0.17590524534686972,2599,2.5,25,0,0,0,1,0
1315,20,RL,60.0,8190,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,0,216,948,GasA,Ex,Y,SBrkr,948,0,0,948,1,0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1,280,TA,TA,Y,0,36,0,0,0,0,Gd,MnPrv,Shed,0,10,2007,WD,Normal,119000,0.11573678427542425,948,1.0,70,0,0,0,0,0
1316,60,RL,85.0,11075,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,LwQ,276,176,952,GasA,TA,Y,SBrkr,1092,1020,0,2112,0,0,2,1,4,1,TA,9,Typ,2,Gd,Attchd,1969.0,Unf,2,576,TA,TA,Y,280,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2008,WD,Normal,206900,0.19068255687973998,2112,2.5,55,0,0,0,0,0
1317,20,RL,61.0,10226,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,GasA,Ex,Y,SBrkr,1630,0,0,1630,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3,860,TA,TA,Y,172,42,0,0,0,0,Gd,MnPrv,Shed,0,1,2009,WD,Normal,295493,0.1593820279651902,1630,2.0,16,0,0,0,1,0
1318,120,FV,47.0,4230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1352,1352,GasA,Ex,Y,SBrkr,1352,0,0,1352,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,466,TA,TA,Y,0,241,0,0,0,0,Gd,MnPrv,Shed,0,4,2007,New,Partial,208900,0.3195462065705507,1352,2.0,18,3,0,1,0,0
1319,20,RL,69.0,14781,Pave,Grvl,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1753,1753,GasA,Ex,Y,SBrkr,1787,0,0,1787,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,3,748,TA,TA,Y,198,150,0,0,0,0,Gd,MnPrv,Shed,0,8,2006,WD,Normal,275000,0.1208902719523745,1787,2.0,23,0,0,0,2,0
1320,20,RL,75.0,10215,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,0,372,864,GasA,Ex,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1954.0,Unf,1,248,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,2,2007,WD,Normal,111000,0.0927956147220047,948,1.0,70,0,0,0,0,1
1321,20,RL,70.0,8400,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,189,Rec,661,628,1478,GasA,Gd,Y,SBrkr,1478,0,0,1478,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,442,TA,TA,Y,114,0,0,0,216,0,Gd,MnPrv,Shed,0,6,2009,WD,Normal,156500,0.17593143673372216,1478,1.5,67,0,0,0,0,0
1322,20,RL,69.0,6627,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,0,Floor,TA,N,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1955.0,Unf,1,287,TA,Fa,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2008,WD,Normal,72500,0.10863005431502716,720,1.0,75,0,0,0,1,0
1323,60,RL,107.0,10186,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,0,76,750,GasA,Ex,Y,SBrkr,1061,862,0,1923,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,564,TA,TA,Y,240,39,0,0,0,0,Gd,MnPrv,Shed,0,6,2010,WD,Normal,190000,0.18877000098164326,1923,2.5,32,0,0,0,1,0
1324,30,RL,50.0,5330,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,280,Unf,0,140,420,GasA,Gd,Y,SBrkr,708,0,0,708,0,0,1,0,2,1,Fa,5,Typ,0,Gd,Attchd,1980.0,Unf,0,0,TA,TA,Y,164,0,0,0,0,0,Gd,MnPrv,Shed,0,12,2009,WD,Normal,82500,0.13280810354530106,708,1.0,84,0,0,0,0,3
1325,20,RL,75.0,9986,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1795,1795,GasA,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,895,TA,TA,Y,0,49,0,0,0,0,Gd,MnPrv,Shed,0,2,2007,New,Partial,147000,0.17973365374987485,1795,2.0,18,0,0,0,0,0
1326,30,RM,40.0,3636,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,BrkFace,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,796,796,GasA,Fa,N,SBrkr,796,0,0,796,0,0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,1980.0,Unf,0,0,TA,TA,N,0,0,100,0,0,0,Gd,MnPrv,Shed,0,1,2008,WD,Normal,55000,0.21886169920263954,796,1.0,102,1,0,0,0,0
1327,30,RH,70.0,4270,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Rec,544,Unf,0,0,544,GasA,Ex,Y,SBrkr,774,0,0,774,0,0,1,0,3,1,Gd,6,Typ,0,Gd,Attchd,1980.0,Unf,0,0,TA,TA,Y,0,0,286,0,0,0,Gd,MnPrv,Shed,0,5,2007,WD,Normal,79000,0.1812221962069773,774,1.0,93,4,0,0,0,1
1328,20,RL,60.0,6600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641,Unf,0,175,816,GasA,Ex,Y,SBrkr,816,0,0,816,0,1,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,10,2008,WD,Normal,130500,0.12361763369186488,816,1.0,42,0,0,0,0,0
1329,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,0,1017,1510,GasW,Ex,Y,SBrkr,1584,1208,0,2792,0,0,2,0,5,1,TA,8,Mod,2,TA,Detchd,1920.0,Unf,2,520,Fa,TA,Y,0,547,0,0,480,0,Gd,MnPrv,Shed,1150,6,2008,WD,Normal,256000,0.2674073364620247,2792,2.0,104,1,0,0,0,0
1330,60,RL,63.0,9084,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,935,935,GasA,Gd,Y,SBrkr,955,677,0,1632,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2,462,TA,TA,Y,0,28,0,0,0,0,Gd,MnPrv,Shed,0,6,2006,WD,Normal,176500,0.17963676389653274,1632,2.5,26,0,0,0,1,0
1331,20,RL,85.0,10000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,1588,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,825,TA,TA,Y,144,45,0,0,0,0,Gd,MnPrv,Shed,0,12,2007,WD,Normal,227000,0.15878412158784122,1588,2.0,18,0,0,0,0,0
1332,80,RL,55.0,10780,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483,Unf,0,428,911,GasA,Gd,Y,SBrkr,954,0,0,954,0,0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,1976.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD,Normal,132500,0.08848900844077544,954,1.0,48,0,0,0,1,0
1333,20,RL,67.0,8877,Pave,Grvl,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,Unf,0,126,816,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1,288,Fa,Fa,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2009,WD,Normal,100000,0.09191259292633476,816,1.0,86,0,0,0,0,0
1334,50,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,803,803,GasA,Ex,Y,SBrkr,803,557,0,1360,0,0,1,1,2,1,Gd,6,Typ,0,Gd,Detchd,1951.0,Unf,1,297,TA,TA,Y,0,65,190,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD,Normal,125500,0.18886265796417165,1360,1.5,86,1,0,0,0,0
1335,160,RM,24.0,2368,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,312.0,TA,TA,CBlock,TA,TA,No,LwQ,765,Unf,0,0,765,GasA,TA,Y,SBrkr,765,600,0,1365,0,0,1,1,3,1,TA,7,Min1,0,Gd,Attchd,1970.0,Unf,2,440,TA,TA,Y,0,36,0,0,0,0,Gd,MnPrv,Shed,0,5,2009,WD,Normal,125000,0.5761924862811313,1365,1.5,54,1,0,0,0,0
1336,20,RL,80.0,9650,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686,Unf,0,664,1350,GasA,TA,Y,SBrkr,1334,0,0,1334,0,1,2,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,630,TA,TA,Y,0,16,0,0,0,0,Gd,MnPrv,Shed,0,4,2009,WD,Normal,167900,0.13822401823645217,1334,2.0,47,0,0,0,0,0
1337,90,RL,87.0,9246,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1656,1656,GasA,TA,Y,SBrkr,1656,0,0,1656,0,0,2,0,4,2,TA,8,Typ,0,Gd,Detchd,1973.0,Unf,2,506,TA,TA,Y,0,211,0,0,0,0,Gd,MnPrv,Shed,0,11,2008,WD,Normal,135000,0.1790851086838975,1656,2.0,51,0,0,0,1,0
1338,30,RM,153.0,4118,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,693,693,Grav,Fa,N,FuseA,693,0,0,693,0,0,1,0,2,1,Fa,4,Typ,0,Gd,Attchd,1980.0,Unf,0,0,TA,TA,N,0,20,0,0,0,0,Gd,MnPrv,Shed,0,3,2006,WD,Normal,52500,0.16824471959213402,693,1.0,83,1,0,0,1,1
1339,60,RL,95.0,13450,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,216,916,GasA,Ex,Y,SBrkr,920,941,0,1861,1,0,2,1,3,1,Gd,8,Typ,0,Gd,BuiltIn,2002.0,RFn,2,492,TA,TA,Y,146,91,0,0,0,0,Gd,MnPrv,Shed,0,6,2006,WD,Normal,200000,0.13835402572299457,1861,2.5,22,0,0,0,1,0
